date_time,tempC,HR,pressure,HRsoil,Vsensor
21/05/2024 00:02:00, 10.75, 69.68, 1014.36, 103, 0.841
21/05/2024 00:12:00, 10.89, 69.66, 1014.35, 103, 0.838
21/05/2024 00:22:00, 11.07, 69.98, 1014.61, 104, 0.833
21/05/2024 00:32:00, 11.15, 68.92, 1014.40, 103, 0.839
21/05/2024 00:42:00, 11.14, 70.08, 1014.32, 103, 0.839
21/05/2024 00:52:00, 11.28, 70.02, 1014.49, 103, 0.841
21/05/2024 01:02:00, 11.40, 69.71, 1014.35, 103, 0.841
21/05/2024 01:12:00, 11.55, 70.75, 1014.40, 103, 0.840
21/05/2024 01:22:00, 11.70, 70.19, 1014.32, 103, 0.842
21/05/2024 01:32:00, 11.63, 69.58, 1014.37, 103, 0.835
21/05/2024 01:42:00, 11.69, 70.59, 1014.44, 103, 0.836
21/05/2024 01:52:00, 11.75, 70.75, 1014.50, 103, 0.843
21/05/2024 02:02:00, 11.79, 70.67, 1014.32, 103, 0.841
21/05/2024 02:12:00, 11.83, 69.84, 1014.23, 103, 0.841
21/05/2024 02:22:00, 11.89, 70.08, 1014.18, 103, 0.841
21/05/2024 02:32:00, 11.95, 69.92, 1013.96, 103, 0.837
21/05/2024 02:42:00, 12.00, 69.62, 1013.81, 103, 0.836
21/05/2024 02:52:00, 12.10, 69.61, 1013.75, 103, 0.841
21/05/2024 03:02:00, 12.17, 69.61, 1013.63, 103, 0.842
21/05/2024 03:12:00, 12.25, 69.95, 1013.78, 102, 0.844
21/05/2024 03:22:00, 12.28, 70.22, 1013.77, 103, 0.837
21/05/2024 03:32:00, 12.32, 69.67, 1013.62, 103, 0.839
21/05/2024 03:42:00, 12.36, 70.26, 1013.53, 103, 0.841
21/05/2024 03:52:00, 12.41, 70.42, 1013.52, 102, 0.844
21/05/2024 04:02:00, 12.44, 70.66, 1013.63, 103, 0.838
21/05/2024 04:12:00, 12.48, 70.35, 1013.74, 103, 0.841
21/05/2024 04:22:00, 12.53, 70.18, 1013.61, 102, 0.845
21/05/2024 04:32:00, 12.56, 70.52, 1013.55, 102, 0.845
21/05/2024 04:42:00, 12.57, 70.75, 1013.57, 103, 0.841
21/05/2024 04:52:00, 12.60, 70.93, 1013.62, 102, 0.845
21/05/2024 05:02:00, 12.61, 71.16, 1013.56, 103, 0.843
21/05/2024 05:12:00, 12.65, 70.75, 1013.66, 103, 0.843
21/05/2024 05:22:00, 12.65, 71.21, 1013.74, 102, 0.845
21/05/2024 05:32:00, 12.67, 71.04, 1013.61, 102, 0.845
21/05/2024 05:42:00, 12.71, 71.42, 1013.63, 103, 0.841
21/05/2024 05:52:00, 12.73, 71.34, 1013.58, 102, 0.845
21/05/2024 06:02:00, 12.72, 71.35, 1013.62, 102, 0.845
21/05/2024 06:12:00, 12.74, 72.21, 1013.58, 103, 0.839
21/05/2024 06:22:00, 12.74, 72.28, 1013.71, 102, 0.844
21/05/2024 06:32:00, 12.77, 72.23, 1013.71, 103, 0.842
21/05/2024 06:42:00, 12.79, 72.17, 1013.91, 103, 0.840
21/05/2024 06:52:00, 12.79, 71.85, 1014.08, 103, 0.840
21/05/2024 07:02:00, 12.77, 72.42, 1014.19, 102, 0.846
21/05/2024 07:12:00, 12.79, 72.40, 1014.20, 103, 0.840
21/05/2024 07:22:00, 12.82, 72.78, 1014.35, 103, 0.840
21/05/2024 07:32:00, 12.80, 73.15, 1014.29, 102, 0.846
21/05/2024 07:42:00, 12.78, 73.03, 1014.48, 102, 0.844
21/05/2024 07:52:00, 12.80, 73.53, 1014.67, 103, 0.840
21/05/2024 08:02:00, 12.84, 73.67, 1014.75, 102, 0.847
21/05/2024 08:12:00, 12.88, 73.58, 1014.90, 102, 0.844
21/05/2024 08:22:00, 12.92, 73.00, 1014.92, 102, 0.850
21/05/2024 08:32:00, 13.02, 73.21, 1015.07, 102, 0.849
21/05/2024 08:42:00, 13.14, 73.38, 1015.21, 102, 0.846
21/05/2024 08:52:00, 13.28, 73.84, 1015.29, 102, 0.851
21/05/2024 09:02:00, 13.44, 73.22, 1015.32, 102, 0.852
21/05/2024 09:12:00, 13.60, 74.01, 1015.40, 103, 0.842
21/05/2024 09:22:00, 13.67, 72.56, 1015.43, 102, 0.845
21/05/2024 09:32:00, 13.81, 73.63, 1015.44, 101, 0.853
21/05/2024 09:42:00, 13.93, 72.74, 1015.57, 102, 0.846
21/05/2024 09:52:00, 14.03, 72.64, 1015.44, 102, 0.845
21/05/2024 10:02:00, 14.18, 72.20, 1015.47, 102, 0.845
21/05/2024 10:12:00, 14.30, 72.68, 1015.53, 102, 0.851
21/05/2024 10:22:00, 14.54, 71.70, 1015.79, 101, 0.854
21/05/2024 10:32:00, 14.65, 71.91, 1015.92, 101, 0.853
21/05/2024 10:42:00, 14.78, 72.07, 1016.01, 101, 0.854
21/05/2024 10:52:00, 14.94, 71.41, 1016.11, 101, 0.853
21/05/2024 11:02:00, 15.23, 71.03, 1016.16, 101, 0.857
21/05/2024 11:12:00, 15.47, 70.06, 1016.07, 101, 0.857
21/05/2024 11:22:00, 15.63, 69.93, 1016.05, 101, 0.859
21/05/2024 11:32:00, 15.73, 69.48, 1016.08, 101, 0.858
21/05/2024 11:42:00, 15.77, 69.87, 1015.97, 101, 0.853
21/05/2024 11:52:00, 15.94, 69.73, 1015.96, 101, 0.855
21/05/2024 12:02:00, 16.25, 69.43, 1015.72, 100, 0.864
21/05/2024 12:12:00, 17.01, 69.09, 1015.40, 100, 0.866
21/05/2024 12:22:00, 17.88, 64.65, 1015.38, 101, 0.860
21/05/2024 12:32:00, 17.84, 64.88, 1015.35, 100, 0.866
21/05/2024 12:42:00, 17.59, 65.40, 1015.37, 101, 0.855
21/05/2024 12:52:00, 17.31, 67.00, 1015.49, 100, 0.863
21/05/2024 13:02:00, 17.18, 66.85, 1015.36, 100, 0.865
21/05/2024 13:12:00, 17.23, 66.52, 1015.02, 100, 0.868
21/05/2024 13:22:00, 17.58, 67.23, 1014.87, 100, 0.866
21/05/2024 13:32:00, 17.76, 65.76, 1014.99, 101, 0.860
21/05/2024 13:42:00, 17.75, 65.10, 1014.86, 100, 0.862
21/05/2024 13:52:00, 17.89, 66.39, 1014.53, 99, 0.871
21/05/2024 14:02:00, 18.40, 63.10, 1014.43, 100, 0.869
21/05/2024 14:12:00, 19.79, 60.43, 1014.25, 99, 0.876
