date_time,tempC,HR,pressure,HRsoil,Vsensor
18/06/2024 00:02:00, 16.40, 79.29, 1009.17, 96, 0.901
18/06/2024 00:12:00, 16.40, 79.46, 1009.36, 96, 0.899
18/06/2024 00:22:00, 16.42, 79.48, 1009.36, 95, 0.904
18/06/2024 00:32:00, 16.37, 79.66, 1009.16, 95, 0.905
18/06/2024 00:42:00, 16.31, 79.82, 1009.25, 96, 0.899
18/06/2024 00:52:00, 16.27, 80.03, 1009.16, 95, 0.905
18/06/2024 01:02:00, 16.24, 80.17, 1009.00, 95, 0.905
18/06/2024 01:12:00, 16.16, 80.40, 1009.08, 95, 0.904
18/06/2024 01:22:00, 16.13, 80.56, 1009.08, 96, 0.899
18/06/2024 01:32:00, 16.18, 80.56, 1009.24, 96, 0.898
18/06/2024 01:42:00, 16.17, 80.68, 1009.15, 95, 0.905
18/06/2024 01:52:00, 16.11, 80.41, 1009.18, 96, 0.903
18/06/2024 02:02:00, 16.10, 80.89, 1009.11, 96, 0.901
18/06/2024 02:12:00, 16.13, 80.75, 1008.95, 95, 0.904
18/06/2024 02:22:00, 16.11, 80.76, 1008.98, 95, 0.905
18/06/2024 02:32:00, 16.08, 80.57, 1008.99, 95, 0.904
18/06/2024 02:42:00, 16.08, 81.17, 1009.10, 95, 0.904
18/06/2024 02:52:00, 16.06, 80.66, 1009.04, 95, 0.905
18/06/2024 03:02:00, 16.05, 81.04, 1009.10, 96, 0.903
18/06/2024 03:12:00, 16.07, 81.06, 1008.97, 95, 0.904
18/06/2024 03:22:00, 16.00, 80.96, 1008.65, 95, 0.905
18/06/2024 03:32:00, 15.97, 81.08, 1008.57, 95, 0.904
18/06/2024 03:42:00, 15.96, 81.09, 1008.68, 96, 0.898
18/06/2024 03:52:00, 15.92, 81.23, 1008.67, 95, 0.905
18/06/2024 04:02:00, 15.89, 81.33, 1008.55, 96, 0.899
18/06/2024 04:12:00, 15.86, 81.46, 1008.47, 95, 0.904
18/06/2024 04:22:00, 15.81, 81.54, 1008.21, 95, 0.904
18/06/2024 04:32:00, 15.74, 81.61, 1008.06, 95, 0.904
18/06/2024 04:42:00, 15.71, 82.17, 1008.04, 96, 0.897
18/06/2024 04:52:00, 15.71, 82.30, 1008.14, 95, 0.905
18/06/2024 05:02:00, 15.74, 82.64, 1007.88, 96, 0.903
18/06/2024 05:12:00, 15.76, 82.55, 1007.96, 96, 0.897
18/06/2024 05:22:00, 15.80, 82.57, 1007.74, 96, 0.898
18/06/2024 05:32:00, 15.86, 82.81, 1007.91, 96, 0.901
18/06/2024 05:42:00, 15.96, 82.30, 1007.76, 96, 0.900
18/06/2024 05:52:00, 16.02, 82.55, 1007.76, 95, 0.905
18/06/2024 06:02:00, 16.06, 82.64, 1007.93, 96, 0.903
18/06/2024 06:12:00, 16.10, 82.50, 1007.89, 95, 0.904
18/06/2024 06:22:00, 16.08, 82.73, 1007.83, 96, 0.899
18/06/2024 06:32:00, 16.11, 82.86, 1008.02, 95, 0.905
18/06/2024 06:42:00, 16.16, 82.67, 1008.05, 95, 0.905
18/06/2024 06:52:00, 16.21, 82.44, 1008.05, 96, 0.901
18/06/2024 07:02:00, 16.23, 82.47, 1007.96, 96, 0.898
18/06/2024 07:12:00, 16.22, 82.18, 1007.42, 96, 0.899
18/06/2024 07:22:00, 16.20, 82.30, 1007.39, 96, 0.899
18/06/2024 07:32:00, 16.22, 82.63, 1007.73, 95, 0.904
18/06/2024 07:42:00, 16.27, 82.73, 1008.04, 95, 0.905
18/06/2024 07:52:00, 16.30, 82.86, 1008.05, 95, 0.905
18/06/2024 08:02:00, 16.35, 82.73, 1007.99, 96, 0.899
18/06/2024 08:12:00, 16.42, 82.77, 1007.87, 95, 0.905
18/06/2024 08:22:00, 16.45, 82.63, 1007.93, 95, 0.906
18/06/2024 08:32:00, 16.51, 82.77, 1007.78, 95, 0.907
18/06/2024 08:42:00, 16.62, 82.54, 1007.86, 96, 0.903
18/06/2024 08:52:00, 16.70, 82.39, 1007.83, 96, 0.901
18/06/2024 09:02:00, 16.78, 82.41, 1007.86, 95, 0.905
18/06/2024 09:12:00, 16.96, 82.12, 1007.84, 95, 0.907
18/06/2024 09:22:00, 17.09, 81.73, 1007.78, 95, 0.904
18/06/2024 09:32:00, 17.24, 81.44, 1007.84, 95, 0.905
18/06/2024 09:42:00, 17.43, 81.18, 1007.84, 95, 0.904
18/06/2024 09:52:00, 17.61, 80.65, 1007.79, 95, 0.906
18/06/2024 10:02:00, 17.76, 79.62, 1007.97, 95, 0.904
18/06/2024 10:12:00, 17.86, 79.73, 1008.00, 95, 0.909
18/06/2024 10:22:00, 18.15, 79.25, 1008.04, 95, 0.912
18/06/2024 10:32:00, 18.60, 78.26, 1008.05, 95, 0.908
18/06/2024 10:42:00, 19.01, 76.58, 1008.07, 94, 0.914
