date_time,tempC,HR,pressure,HRsoil,Vsensor
26/05/2024 00:02:00, 1.84, 70.56, 1032.12, 94, 0.913
26/05/2024 00:12:00, 1.55, 70.52, 1032.03, 94, 0.913
26/05/2024 00:22:00, 1.48, 72.52, 1031.97, 95, 0.909
26/05/2024 00:32:00, 1.66, 72.14, 1031.97, 94, 0.915
26/05/2024 00:42:00, 1.69, 73.21, 1031.94, 95, 0.908
26/05/2024 00:52:00, 1.68, 71.65, 1031.82, 94, 0.915
26/05/2024 01:02:00, 1.66, 71.93, 1031.81, 94, 0.915
26/05/2024 01:12:00, 1.58, 72.45, 1031.79, 95, 0.912
26/05/2024 01:22:00, 1.88, 72.39, 1031.85, 94, 0.915
26/05/2024 01:32:00, 2.05, 72.79, 1031.68, 95, 0.910
26/05/2024 01:42:00, 2.24, 73.24, 1031.70, 95, 0.912
26/05/2024 01:52:00, 2.27, 72.58, 1031.68, 95, 0.910
26/05/2024 02:02:00, 2.18, 72.52, 1031.57, 95, 0.907
26/05/2024 02:12:00, 2.08, 72.50, 1031.61, 95, 0.910
26/05/2024 02:22:00, 2.07, 73.39, 1031.42, 95, 0.912
26/05/2024 02:32:00, 2.19, 72.98, 1031.35, 94, 0.913
26/05/2024 02:42:00, 2.19, 72.90, 1031.14, 95, 0.911
26/05/2024 02:52:00, 2.23, 73.80, 1031.02, 94, 0.913
26/05/2024 03:02:00, 2.44, 73.58, 1031.08, 95, 0.909
26/05/2024 03:12:00, 2.64, 73.23, 1031.09, 95, 0.912
26/05/2024 03:22:00, 2.91, 74.35, 1030.83, 95, 0.910
26/05/2024 03:32:00, 3.28, 74.30, 1030.81, 95, 0.908
26/05/2024 03:42:00, 3.55, 74.31, 1030.62, 94, 0.914
26/05/2024 03:52:00, 3.79, 74.21, 1030.61, 95, 0.907
26/05/2024 04:02:00, 3.86, 73.27, 1030.42, 95, 0.911
26/05/2024 04:12:00, 3.96, 74.32, 1030.36, 94, 0.914
26/05/2024 04:22:00, 4.16, 74.58, 1030.35, 95, 0.909
26/05/2024 04:32:00, 4.27, 74.27, 1030.17, 94, 0.914
26/05/2024 04:42:00, 4.35, 74.21, 1029.97, 95, 0.907
26/05/2024 04:52:00, 4.52, 74.83, 1029.77, 94, 0.913
26/05/2024 05:02:00, 4.61, 75.12, 1029.65, 94, 0.915
26/05/2024 05:12:00, 4.72, 75.05, 1029.69, 94, 0.914
26/05/2024 05:22:00, 4.73, 74.43, 1029.50, 94, 0.913
26/05/2024 05:32:00, 4.90, 75.10, 1029.36, 94, 0.915
26/05/2024 05:42:00, 5.00, 74.88, 1029.30, 95, 0.909
26/05/2024 05:52:00, 5.07, 73.66, 1029.31, 95, 0.909
26/05/2024 06:02:00, 5.19, 75.05, 1029.09, 94, 0.913
26/05/2024 06:12:00, 5.33, 74.73, 1029.03, 95, 0.909
26/05/2024 06:22:00, 5.46, 75.23, 1029.16, 94, 0.917
26/05/2024 06:32:00, 5.43, 74.89, 1029.19, 95, 0.910
26/05/2024 06:42:00, 5.46, 75.06, 1029.03, 94, 0.918
26/05/2024 06:52:00, 5.50, 74.61, 1029.03, 94, 0.917
26/05/2024 07:02:00, 5.56, 74.43, 1029.15, 94, 0.916
26/05/2024 07:12:00, 5.63, 75.06, 1029.07, 94, 0.915
26/05/2024 07:22:00, 5.73, 74.66, 1029.34, 94, 0.917
26/05/2024 07:32:00, 5.82, 75.55, 1029.21, 94, 0.915
26/05/2024 07:42:00, 5.94, 75.37, 1029.34, 94, 0.915
26/05/2024 07:52:00, 6.07, 75.85, 1029.34, 95, 0.911
26/05/2024 08:02:00, 6.17, 76.04, 1029.48, 94, 0.917
26/05/2024 08:12:00, 6.15, 76.60, 1029.55, 94, 0.918
26/05/2024 08:22:00, 6.23, 75.65, 1029.59, 94, 0.916
26/05/2024 08:32:00, 6.39, 76.13, 1029.55, 94, 0.919
26/05/2024 08:42:00, 6.58, 75.30, 1029.46, 94, 0.913
26/05/2024 08:52:00, 6.81, 75.29, 1029.53, 94, 0.916
26/05/2024 09:02:00, 7.11, 75.67, 1029.57, 94, 0.915
26/05/2024 09:12:00, 7.43, 75.13, 1029.69, 94, 0.915
26/05/2024 09:22:00, 7.57, 74.63, 1029.72, 94, 0.915
26/05/2024 09:32:00, 7.72, 74.13, 1029.76, 94, 0.916
26/05/2024 09:42:00, 7.86, 73.64, 1029.79, 94, 0.916
26/05/2024 09:52:00, 8.01, 73.14, 1029.82, 94, 0.915
26/05/2024 10:02:00, 8.03, 73.02, 1029.87, 93, 0.922
26/05/2024 10:12:00, 8.39, 72.85, 1030.02, 94, 0.918
26/05/2024 10:22:00, 8.79, 71.06, 1030.03, 93, 0.921
26/05/2024 10:32:00, 9.11, 70.08, 1029.97, 93, 0.924
26/05/2024 10:42:00, 9.38, 70.17, 1029.95, 93, 0.927
26/05/2024 10:52:00, 9.52, 68.52, 1029.87, 93, 0.928
26/05/2024 11:02:00, 9.69, 68.62, 1029.82, 93, 0.927
26/05/2024 11:12:00, 9.89, 67.14, 1029.82, 93, 0.927
26/05/2024 11:22:00, 9.87, 67.34, 1029.93, 93, 0.929
26/05/2024 11:32:00, 9.93, 66.11, 1029.74, 92, 0.930
26/05/2024 11:42:00, 10.13, 65.02, 1029.60, 92, 0.933
26/05/2024 11:52:00, 10.06, 64.11, 1029.53, 92, 0.931
26/05/2024 12:02:00, 10.12, 65.15, 1029.32, 92, 0.937
26/05/2024 12:12:00, 10.31, 63.62, 1029.18, 91, 0.940
26/05/2024 12:22:00, 10.55, 63.43, 1029.04, 92, 0.935
26/05/2024 12:32:00, 11.09, 62.56, 1028.77, 92, 0.936
26/05/2024 12:42:00, 11.41, 60.30, 1028.58, 91, 0.939
26/05/2024 12:52:00, 11.68, 58.02, 1028.24, 90, 0.952
26/05/2024 13:02:00, 12.00, 56.58, 1028.25, 90, 0.955
26/05/2024 13:12:00, 12.08, 54.86, 1028.11, 91, 0.945
26/05/2024 13:22:00, 11.83, 55.80, 1027.97, 90, 0.948
26/05/2024 13:32:00, 12.15, 56.11, 1027.92, 90, 0.950
26/05/2024 13:42:00, 12.10, 55.37, 1027.88, 89, 0.957
26/05/2024 13:52:00, 11.94, 55.16, 1027.66, 90, 0.955
26/05/2024 14:02:00, 11.88, 55.79, 1027.58, 89, 0.957
26/05/2024 14:12:00, 11.76, 54.15, 1027.42, 89, 0.957
26/05/2024 14:22:00, 11.71, 55.56, 1027.44, 89, 0.958
26/05/2024 14:32:00, 11.45, 55.19, 1027.39, 89, 0.959
26/05/2024 14:42:00, 11.42, 56.24, 1027.20, 89, 0.961
26/05/2024 14:52:00, 11.24, 57.24, 1027.21, 89, 0.957
26/05/2024 15:02:00, 11.25, 57.52, 1027.01, 89, 0.961
26/05/2024 15:12:00, 11.04, 56.19, 1026.69, 88, 0.965
26/05/2024 15:22:00, 11.14, 57.51, 1026.50, 89, 0.958
26/05/2024 15:32:00, 11.27, 57.72, 1026.40, 89, 0.959
26/05/2024 15:42:00, 11.35, 55.69, 1026.65, 85, 0.995
26/05/2024 15:52:00, 11.28, 57.16, 1026.96, 85, 0.997
26/05/2024 16:02:00, 11.18, 57.73, 1026.92, 84, 1.003
26/05/2024 16:12:00, 11.13, 57.64, 1027.00, 84, 1.003
26/05/2024 16:22:00, 11.11, 58.29, 1027.04, 84, 1.005
26/05/2024 16:32:00, 11.07, 57.18, 1026.91, 84, 1.004
26/05/2024 16:42:00, 10.93, 57.28, 1026.91, 84, 0.999
26/05/2024 16:52:00, 10.82, 57.49, 1026.76, 84, 1.007
