date_time,tempC,HR,pressure,HRsoil,Vsensor
16/06/2024 00:02:00, 13.03, 74.96, 1019.43, 102, 0.847
16/06/2024 00:12:00, 12.94, 75.22, 1019.27, 103, 0.839
16/06/2024 00:22:00, 12.85, 75.18, 1019.15, 103, 0.840
16/06/2024 00:32:00, 12.91, 75.40, 1019.15, 102, 0.849
16/06/2024 00:42:00, 13.01, 74.87, 1019.06, 103, 0.843
16/06/2024 00:52:00, 13.01, 74.75, 1018.93, 102, 0.847
16/06/2024 01:02:00, 12.93, 74.38, 1019.08, 103, 0.840
16/06/2024 01:12:00, 12.91, 74.89, 1018.86, 102, 0.846
16/06/2024 01:22:00, 12.95, 74.47, 1018.71, 102, 0.849
16/06/2024 01:32:00, 12.84, 74.26, 1018.66, 103, 0.843
16/06/2024 01:42:00, 12.65, 74.44, 1018.71, 102, 0.844
16/06/2024 01:52:00, 12.50, 74.67, 1018.67, 102, 0.845
16/06/2024 02:02:00, 12.34, 74.77, 1018.74, 103, 0.837
16/06/2024 02:12:00, 12.17, 75.06, 1018.71, 102, 0.845
16/06/2024 02:22:00, 12.12, 75.50, 1018.76, 103, 0.837
16/06/2024 02:32:00, 11.93, 74.66, 1018.62, 103, 0.837
16/06/2024 02:42:00, 11.86, 75.81, 1018.35, 102, 0.845
16/06/2024 02:52:00, 11.76, 75.72, 1018.35, 103, 0.837
16/06/2024 03:02:00, 11.73, 75.86, 1018.19, 102, 0.845
16/06/2024 03:12:00, 11.79, 75.96, 1018.21, 103, 0.840
16/06/2024 03:22:00, 11.80, 75.87, 1018.13, 103, 0.837
16/06/2024 03:32:00, 11.68, 75.63, 1018.15, 103, 0.838
16/06/2024 03:42:00, 11.65, 76.11, 1018.10, 103, 0.836
16/06/2024 03:52:00, 11.57, 76.16, 1018.15, 103, 0.836
16/06/2024 04:02:00, 11.43, 76.16, 1018.15, 103, 0.841
16/06/2024 04:12:00, 11.33, 76.62, 1017.98, 103, 0.841
16/06/2024 04:22:00, 11.29, 76.59, 1017.85, 104, 0.834
16/06/2024 04:32:00, 11.23, 76.90, 1017.77, 103, 0.842
16/06/2024 04:42:00, 11.17, 76.84, 1017.73, 103, 0.836
16/06/2024 04:52:00, 11.13, 77.03, 1017.53, 103, 0.842
16/06/2024 05:02:00, 11.07, 77.05, 1017.37, 103, 0.835
16/06/2024 05:12:00, 11.04, 77.33, 1017.21, 103, 0.842
16/06/2024 05:22:00, 11.10, 77.29, 1017.09, 103, 0.843
16/06/2024 05:32:00, 11.17, 77.34, 1017.04, 103, 0.836
16/06/2024 05:42:00, 11.31, 77.05, 1016.84, 104, 0.834
16/06/2024 05:52:00, 11.31, 77.10, 1016.85, 102, 0.845
16/06/2024 06:02:00, 11.37, 76.96, 1017.14, 103, 0.841
16/06/2024 06:12:00, 11.38, 76.98, 1017.26, 102, 0.844
16/06/2024 06:22:00, 11.46, 77.75, 1017.35, 103, 0.843
16/06/2024 06:32:00, 11.73, 78.43, 1017.39, 103, 0.843
16/06/2024 06:42:00, 11.97, 78.34, 1017.30, 102, 0.844
16/06/2024 06:52:00, 12.13, 77.73, 1017.38, 103, 0.841
16/06/2024 07:02:00, 12.07, 77.21, 1017.47, 103, 0.841
16/06/2024 07:12:00, 11.90, 77.56, 1017.58, 103, 0.842
16/06/2024 07:22:00, 11.83, 76.87, 1017.62, 102, 0.846
16/06/2024 07:32:00, 11.88, 78.28, 1017.89, 103, 0.841
16/06/2024 07:42:00, 11.93, 78.28, 1018.06, 103, 0.841
16/06/2024 07:52:00, 12.05, 78.62, 1018.07, 103, 0.843
16/06/2024 08:02:00, 12.04, 77.77, 1018.16, 103, 0.839
16/06/2024 08:12:00, 12.09, 77.67, 1018.49, 103, 0.838
16/06/2024 08:22:00, 12.32, 78.46, 1018.57, 103, 0.840
16/06/2024 08:32:00, 12.62, 78.45, 1018.60, 102, 0.844
16/06/2024 08:42:00, 12.88, 77.67, 1018.63, 103, 0.839
16/06/2024 08:52:00, 13.05, 77.92, 1018.60, 102, 0.844
16/06/2024 09:02:00, 13.13, 77.43, 1018.79, 102, 0.849
16/06/2024 09:12:00, 13.19, 77.31, 1018.83, 102, 0.850
16/06/2024 09:22:00, 13.34, 77.47, 1018.99, 102, 0.849
16/06/2024 09:32:00, 13.53, 77.24, 1019.03, 103, 0.842
16/06/2024 09:42:00, 13.73, 76.81, 1019.03, 102, 0.851
16/06/2024 09:52:00, 13.90, 76.58, 1019.22, 102, 0.845
16/06/2024 10:02:00, 14.05, 76.42, 1019.22, 102, 0.844
