date_time,tempC,HR,pressure,HRsoil,Vsensor
23/05/2024 00:02:00, 12.37, 79.47, 1016.38, 104, 0.832
23/05/2024 00:12:00, 12.31, 79.67, 1016.45, 103, 0.839
23/05/2024 00:22:00, 12.29, 79.91, 1017.44, 103, 0.840
23/05/2024 00:32:00, 12.36, 80.35, 1016.57, 103, 0.835
23/05/2024 00:42:00, 12.46, 80.33, 1017.10, 103, 0.840
23/05/2024 00:52:00, 12.58, 80.44, 1016.76, 103, 0.841
23/05/2024 01:02:00, 12.65, 80.08, 1016.94, 104, 0.832
23/05/2024 01:12:00, 12.70, 79.94, 1016.94, 103, 0.841
23/05/2024 01:22:00, 12.74, 79.87, 1017.01, 104, 0.832
23/05/2024 01:32:00, 12.73, 79.61, 1016.62, 103, 0.840
23/05/2024 01:42:00, 12.71, 79.76, 1016.45, 103, 0.841
23/05/2024 01:52:00, 12.70, 79.62, 1016.34, 103, 0.836
23/05/2024 02:02:00, 12.68, 79.59, 1016.62, 103, 0.839
23/05/2024 02:12:00, 12.67, 79.67, 1016.41, 104, 0.831
23/05/2024 02:22:00, 12.65, 79.57, 1016.51, 104, 0.831
23/05/2024 02:32:00, 12.64, 79.77, 1016.71, 103, 0.839
23/05/2024 02:42:00, 12.67, 79.84, 1016.55, 104, 0.833
23/05/2024 02:52:00, 12.68, 79.61, 1016.64, 104, 0.832
23/05/2024 03:02:00, 12.67, 79.64, 1016.58, 103, 0.840
23/05/2024 03:12:00, 12.64, 79.20, 1016.19, 103, 0.837
23/05/2024 03:22:00, 12.55, 79.37, 1016.09, 103, 0.835
23/05/2024 03:32:00, 12.49, 79.20, 1016.06, 104, 0.831
23/05/2024 03:42:00, 12.49, 79.44, 1015.90, 104, 0.832
23/05/2024 03:52:00, 12.48, 79.72, 1015.69, 103, 0.840
23/05/2024 04:02:00, 12.45, 79.61, 1015.63, 103, 0.840
23/05/2024 04:12:00, 12.43, 79.65, 1015.43, 104, 0.834
23/05/2024 04:22:00, 12.43, 80.13, 1015.43, 103, 0.838
23/05/2024 04:32:00, 12.42, 79.97, 1015.31, 104, 0.831
23/05/2024 04:42:00, 12.42, 79.56, 1015.36, 104, 0.832
23/05/2024 04:52:00, 12.39, 79.95, 1015.11, 103, 0.839
23/05/2024 05:02:00, 12.29, 79.83, 1014.89, 103, 0.837
23/05/2024 05:12:00, 12.24, 79.98, 1015.13, 104, 0.830
23/05/2024 05:22:00, 12.17, 79.75, 1015.09, 103, 0.838
23/05/2024 05:32:00, 12.08, 79.75, 1014.76, 103, 0.835
23/05/2024 05:42:00, 11.97, 79.91, 1014.95, 103, 0.838
23/05/2024 05:52:00, 12.00, 80.21, 1015.15, 103, 0.840
23/05/2024 06:02:00, 11.99, 80.04, 1014.94, 104, 0.830
23/05/2024 06:12:00, 11.98, 79.66, 1014.82, 103, 0.839
23/05/2024 06:22:00, 11.99, 79.79, 1014.92, 104, 0.832
23/05/2024 06:32:00, 12.00, 79.77, 1014.91, 103, 0.839
23/05/2024 06:42:00, 11.96, 79.52, 1014.62, 104, 0.832
23/05/2024 06:52:00, 11.78, 79.05, 1014.49, 103, 0.837
23/05/2024 07:02:00, 11.58, 79.25, 1014.91, 104, 0.828
23/05/2024 07:12:00, 11.43, 79.22, 1015.36, 104, 0.831
23/05/2024 07:22:00, 11.29, 79.46, 1015.60, 104, 0.828
23/05/2024 07:32:00, 11.23, 80.01, 1015.79, 103, 0.835
23/05/2024 07:42:00, 11.14, 79.72, 1015.91, 104, 0.830
23/05/2024 07:52:00, 11.17, 80.35, 1016.24, 103, 0.835
23/05/2024 08:02:00, 11.29, 80.46, 1016.43, 104, 0.833
23/05/2024 08:12:00, 11.44, 80.10, 1016.46, 103, 0.838
23/05/2024 08:22:00, 11.61, 80.11, 1016.59, 103, 0.835
23/05/2024 08:32:00, 11.74, 79.66, 1016.65, 103, 0.838
23/05/2024 08:42:00, 11.81, 79.30, 1016.94, 103, 0.838
23/05/2024 08:52:00, 11.87, 78.89, 1017.17, 103, 0.838
23/05/2024 09:02:00, 11.97, 78.13, 1017.58, 103, 0.839
23/05/2024 09:12:00, 12.05, 77.31, 1017.73, 104, 0.833
23/05/2024 09:22:00, 12.28, 77.06, 1017.80, 103, 0.841
23/05/2024 09:32:00, 12.43, 76.35, 1018.06, 103, 0.842
23/05/2024 09:42:00, 12.59, 75.46, 1017.91, 103, 0.837
23/05/2024 09:52:00, 12.84, 75.21, 1018.03, 102, 0.845
23/05/2024 10:02:00, 13.23, 74.67, 1018.08, 102, 0.845
23/05/2024 10:12:00, 13.57, 74.75, 1018.18, 103, 0.841
23/05/2024 10:22:00, 14.10, 74.01, 1018.04, 103, 0.842
23/05/2024 10:32:00, 14.54, 72.62, 1018.05, 101, 0.853
23/05/2024 10:42:00, 14.99, 71.85, 1018.19, 102, 0.847
23/05/2024 10:52:00, 15.48, 71.13, 1018.19, 101, 0.853
23/05/2024 11:02:00, 15.78, 70.32, 1018.22, 102, 0.849
23/05/2024 11:12:00, 15.57, 70.35, 1018.38, 101, 0.853
23/05/2024 11:22:00, 15.23, 71.47, 1018.33, 101, 0.853
23/05/2024 11:32:00, 14.94, 72.02, 1018.55, 102, 0.851
23/05/2024 11:42:00, 14.91, 72.12, 1018.31, 101, 0.853
23/05/2024 11:52:00, 15.06, 71.89, 1018.08, 101, 0.853
23/05/2024 12:02:00, 15.22, 71.35, 1017.95, 101, 0.856
23/05/2024 12:12:00, 15.87, 71.77, 1017.65, 101, 0.857
23/05/2024 12:22:00, 16.56, 69.04, 1017.61, 101, 0.853
23/05/2024 12:32:00, 16.86, 68.33, 1017.37, 101, 0.853
23/05/2024 12:42:00, 17.01, 68.15, 1017.44, 101, 0.853
23/05/2024 12:52:00, 17.51, 65.88, 1017.51, 101, 0.856
23/05/2024 13:02:00, 17.61, 65.87, 1017.40, 101, 0.853
23/05/2024 13:12:00, 17.42, 65.46, 1017.36, 101, 0.857
23/05/2024 13:22:00, 17.13, 65.65, 1017.07, 101, 0.857
23/05/2024 13:32:00, 16.84, 66.35, 1016.87, 101, 0.856
23/05/2024 13:42:00, 16.58, 67.13, 1016.82, 102, 0.851
23/05/2024 13:52:00, 16.79, 66.81, 1016.56, 101, 0.857
23/05/2024 14:02:00, 17.06, 66.71, 1016.63, 101, 0.853
23/05/2024 14:12:00, 16.81, 66.93, 1016.69, 101, 0.857
23/05/2024 14:22:00, 16.76, 67.22, 1016.62, 101, 0.853
23/05/2024 14:32:00, 16.99, 67.19, 1016.62, 102, 0.852
23/05/2024 14:42:00, 16.74, 67.70, 1016.53, 101, 0.854
23/05/2024 14:52:00, 16.35, 68.44, 1016.67, 101, 0.855
23/05/2024 15:02:00, 16.15, 68.78, 1016.57, 101, 0.855
23/05/2024 15:12:00, 16.10, 69.89, 1016.49, 101, 0.855
23/05/2024 15:22:00, 16.03, 70.22, 1016.59, 101, 0.853
23/05/2024 15:32:00, 15.80, 70.79, 1016.45, 102, 0.852
23/05/2024 15:42:00, 15.79, 70.89, 1016.50, 102, 0.851
23/05/2024 15:52:00, 15.74, 70.71, 1016.67, 101, 0.855
23/05/2024 16:02:00, 15.58, 70.96, 1016.83, 101, 0.859
23/05/2024 16:12:00, 15.40, 71.04, 1016.69, 101, 0.857
23/05/2024 16:22:00, 15.17, 71.85, 1016.88, 102, 0.849
23/05/2024 16:32:00, 14.80, 72.35, 1016.99, 102, 0.850
23/05/2024 16:42:00, 14.51, 73.87, 1017.04, 102, 0.849
23/05/2024 16:52:00, 14.31, 74.22, 1017.14, 101, 0.853
23/05/2024 17:02:00, 14.04, 74.81, 1017.16, 101, 0.853
23/05/2024 17:12:00, 13.89, 75.37, 1017.25, 102, 0.849
23/05/2024 17:22:00, 13.76, 75.59, 1017.35, 102, 0.847
23/05/2024 17:32:00, 13.74, 75.71, 1017.53, 101, 0.853
23/05/2024 17:42:00, 13.72, 75.28, 1017.82, 102, 0.849
23/05/2024 17:52:00, 13.61, 75.19, 1017.85, 102, 0.850
23/05/2024 18:02:00, 13.44, 76.55, 1017.90, 102, 0.847
23/05/2024 18:12:00, 13.26, 77.02, 1018.05, 102, 0.849
23/05/2024 18:22:00, 13.14, 78.12, 1018.24, 102, 0.845
23/05/2024 18:32:00, 13.01, 78.17, 1018.42, 102, 0.849
